Mã hồ sơ,Nhóm lĩnh vực,Kênh nộp hồ sơ,Tháng phát sinh,Số ngày giải quyết,Kết quả đánh giá
DVC-2026-007426,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 6,8,Đúng hạn
DVC-2026-002468,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 9,13,Đúng hạn
DVC-2026-003687,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 4,2,Đúng hạn
DVC-2026-001793,Xây dựng,Trực tiếp tại quầy,Tháng 5,13,Đúng hạn
DVC-2026-002116,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 9,41,Trễ hẹn
DVC-2026-006947,Lao động - Thương binh & Xã hội,Trực tiếp tại quầy,Tháng 5,13,Đúng hạn
DVC-2026-006547,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 1,7,Đúng hạn
DVC-2026-004939,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 9,7,Đúng hạn
DVC-2026-001491,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 9,43,Trễ hẹn
DVC-2026-000124,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 4,8,Đúng hạn
DVC-2026-003306,Xây dựng,Trực tuyến (DVC),Tháng 12,1,Đúng hạn
DVC-2026-002030,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 11,9,Đúng hạn
DVC-2026-006401,Xây dựng,Trực tiếp tại quầy,Tháng 6,2,Đúng hạn
DVC-2026-007549,Xây dựng,Trực tiếp tại quầy,Tháng 12,34,Trễ hẹn
DVC-2026-003086,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 11,11,Đúng hạn
DVC-2026-002043,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 7,1,Đúng hạn
DVC-2026-005300,Lao động - Thương binh & Xã hội,Trực tiếp tại quầy,Tháng 7,7,Đúng hạn
DVC-2026-005678,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 7,1,Đúng hạn
DVC-2026-006177,Xây dựng,Trực tuyến (DVC),Tháng 9,3,Đúng hạn
DVC-2026-005154,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 10,9,Đúng hạn
DVC-2026-001646,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 3,16,Trễ hẹn
DVC-2026-007954,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 5,1,Đúng hạn
DVC-2026-008848,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 4,3,Đúng hạn
DVC-2026-007843,Lao động - Thương binh & Xã hội,Trực tiếp tại quầy,Tháng 8,38,Trễ hẹn
DVC-2026-007698,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 6,1,Đúng hạn
DVC-2026-005108,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 12,18,Trễ hẹn
DVC-2026-008977,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 10,23,Trễ hẹn
DVC-2026-000071,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 10,15,Trễ hẹn
DVC-2026-008794,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 10,25,Trễ hẹn
DVC-2026-008047,Xây dựng,Trực tiếp tại quầy,Tháng 12,37,Trễ hẹn
DVC-2026-003554,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 8,5,Đúng hạn
DVC-2026-006711,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 6,9,Đúng hạn
DVC-2026-009635,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 11,36,Trễ hẹn
DVC-2026-009169,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 8,10,Đúng hạn
DVC-2026-004538,Kế hoạch - Đầu tư,Trực tiếp tại quầy,Tháng 8,13,Đúng hạn
DVC-2026-003739,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 11,38,Trễ hẹn
DVC-2026-005607,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 7,13,Đúng hạn
DVC-2026-005181,Xây dựng,Trực tuyến (DVC),Tháng 10,28,Trễ hẹn
DVC-2026-000484,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 11,7,Đúng hạn
DVC-2026-008792,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 6,4,Đúng hạn
DVC-2026-002693,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 1,12,Đúng hạn
DVC-2026-000718,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 7,13,Đúng hạn
DVC-2026-006801,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 8,2,Đúng hạn
DVC-2026-002435,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 2,9,Đúng hạn
DVC-2026-001376,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 12,3,Đúng hạn
DVC-2026-001576,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 3,10,Đúng hạn
DVC-2026-009263,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 9,4,Đúng hạn
DVC-2026-002107,Xây dựng,Trực tuyến (DVC),Tháng 10,36,Trễ hẹn
DVC-2026-003354,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 8,5,Đúng hạn
DVC-2026-005088,Lao động - Thương binh & Xã hội,Trực tiếp tại quầy,Tháng 11,44,Trễ hẹn
DVC-2026-007192,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 9,2,Đúng hạn
DVC-2026-001018,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 3,37,Trễ hẹn
DVC-2026-008690,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 5,11,Đúng hạn
DVC-2026-004245,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 7,38,Trễ hẹn
DVC-2026-003839,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 10,1,Đúng hạn
DVC-2026-004685,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 12,5,Đúng hạn
DVC-2026-006649,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 4,12,Đúng hạn
DVC-2026-005795,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 2,12,Đúng hạn
DVC-2026-009576,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 9,36,Trễ hẹn
DVC-2026-006318,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 10,3,Đúng hạn
DVC-2026-000102,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 4,11,Đúng hạn
DVC-2026-003404,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 10,6,Đúng hạn
DVC-2026-004818,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 10,1,Đúng hạn
DVC-2026-007388,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 4,10,Đúng hạn
DVC-2026-000030,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 2,8,Đúng hạn
DVC-2026-007321,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 1,2,Đúng hạn
DVC-2026-001754,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 5,5,Đúng hạn
DVC-2026-005212,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 1,6,Đúng hạn
DVC-2026-007203,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 6,13,Đúng hạn
DVC-2026-007753,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 10,36,Trễ hẹn
DVC-2026-000631,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 6,6,Đúng hạn
DVC-2026-008761,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 12,4,Đúng hạn
DVC-2026-003281,Lao động - Thương binh & Xã hội,Trực tiếp tại quầy,Tháng 6,19,Trễ hẹn
DVC-2026-008267,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 7,9,Đúng hạn
DVC-2026-007474,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 8,31,Trễ hẹn
DVC-2026-002639,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 7,6,Đúng hạn
DVC-2026-001699,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 6,39,Trễ hẹn
DVC-2026-006101,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 3,4,Đúng hạn
DVC-2026-003180,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 11,38,Trễ hẹn
DVC-2026-003805,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 6,8,Đúng hạn
DVC-2026-004380,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 2,4,Đúng hạn
DVC-2026-002191,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 8,10,Đúng hạn
DVC-2026-008301,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 1,2,Đúng hạn
DVC-2026-004078,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 3,12,Đúng hạn
DVC-2026-008496,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 3,27,Trễ hẹn
DVC-2026-009196,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 2,32,Trễ hẹn
DVC-2026-004359,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 7,3,Đúng hạn
DVC-2026-008067,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 4,7,Đúng hạn
DVC-2026-009427,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 8,23,Trễ hẹn
DVC-2026-006701,Kế hoạch - Đầu tư,Trực tiếp tại quầy,Tháng 10,40,Trễ hẹn
DVC-2026-008190,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 4,19,Trễ hẹn
DVC-2026-003830,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 8,43,Trễ hẹn
DVC-2026-009717,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 11,8,Đúng hạn
DVC-2026-009762,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 5,12,Đúng hạn
DVC-2026-000690,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 2,23,Trễ hẹn
DVC-2026-000282,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 11,36,Trễ hẹn
DVC-2026-007689,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 12,9,Đúng hạn
DVC-2026-001688,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 9,23,Trễ hẹn
DVC-2026-009108,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 3,12,Đúng hạn
DVC-2026-008130,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 6,2,Đúng hạn
DVC-2026-008815,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 12,17,Trễ hẹn
DVC-2026-007557,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 5,2,Đúng hạn
DVC-2026-009561,Lao động - Thương binh & Xã hội,Trực tiếp tại quầy,Tháng 3,9,Đúng hạn
DVC-2026-009506,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 3,6,Đúng hạn
DVC-2026-005179,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 1,2,Đúng hạn
DVC-2026-006851,Xây dựng,Trực tiếp tại quầy,Tháng 3,32,Trễ hẹn
DVC-2026-004774,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 9,39,Trễ hẹn
DVC-2026-002346,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 6,11,Đúng hạn
DVC-2026-009264,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 7,12,Đúng hạn
DVC-2026-003187,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 4,37,Trễ hẹn
DVC-2026-005138,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 12,39,Trễ hẹn
DVC-2026-007387,Kế hoạch - Đầu tư,Trực tiếp tại quầy,Tháng 12,6,Đúng hạn
DVC-2026-007654,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 2,20,Trễ hẹn
DVC-2026-009287,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 10,23,Trễ hẹn
DVC-2026-005870,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 2,16,Trễ hẹn
DVC-2026-009909,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 7,13,Đúng hạn
DVC-2026-008039,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 10,36,Trễ hẹn
DVC-2026-000620,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 9,1,Đúng hạn
DVC-2026-004532,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 10,12,Đúng hạn
DVC-2026-002235,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 11,16,Trễ hẹn
DVC-2026-000586,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 5,10,Đúng hạn
DVC-2026-006848,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 8,13,Đúng hạn
DVC-2026-008844,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 11,28,Trễ hẹn
DVC-2026-003690,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 11,44,Trễ hẹn
DVC-2026-000891,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 11,5,Đúng hạn
DVC-2026-000052,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 12,44,Trễ hẹn
DVC-2026-007323,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 12,12,Đúng hạn
DVC-2026-004155,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 4,3,Đúng hạn
DVC-2026-006274,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 12,13,Đúng hạn
DVC-2026-002251,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 4,9,Đúng hạn
DVC-2026-000883,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 8,2,Đúng hạn
DVC-2026-003176,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 1,11,Đúng hạn
DVC-2026-008804,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 2,7,Đúng hạn
DVC-2026-002118,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 3,3,Đúng hạn
DVC-2026-006032,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 11,2,Đúng hạn
DVC-2026-000870,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 12,19,Trễ hẹn
DVC-2026-004742,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 1,11,Đúng hạn
DVC-2026-004174,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 2,5,Đúng hạn
DVC-2026-007342,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 11,5,Đúng hạn
DVC-2026-004295,Xây dựng,Trực tiếp tại quầy,Tháng 2,30,Trễ hẹn
DVC-2026-008097,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 11,32,Trễ hẹn
DVC-2026-003994,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 11,10,Đúng hạn
DVC-2026-004948,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 6,10,Đúng hạn
DVC-2026-007093,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 8,5,Đúng hạn
DVC-2026-001298,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 7,1,Đúng hạn
DVC-2026-000593,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 11,29,Trễ hẹn
DVC-2026-001072,Xây dựng,Trực tuyến (DVC),Tháng 4,12,Đúng hạn
DVC-2026-006838,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 6,2,Đúng hạn
DVC-2026-008726,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 1,7,Đúng hạn
DVC-2026-005860,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 2,7,Đúng hạn
DVC-2026-006126,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 11,2,Đúng hạn
DVC-2026-006731,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 7,8,Đúng hạn
DVC-2026-005406,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 2,7,Đúng hạn
DVC-2026-004974,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 4,30,Trễ hẹn
DVC-2026-006954,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 2,2,Đúng hạn
DVC-2026-009107,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 3,6,Đúng hạn
DVC-2026-009743,Kế hoạch - Đầu tư,Trực tiếp tại quầy,Tháng 7,1,Đúng hạn
DVC-2026-008133,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 8,13,Đúng hạn
DVC-2026-006643,Xây dựng,Trực tiếp tại quầy,Tháng 9,13,Đúng hạn
DVC-2026-006265,Lao động - Thương binh & Xã hội,Trực tiếp tại quầy,Tháng 6,8,Đúng hạn
DVC-2026-005551,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 2,10,Đúng hạn
DVC-2026-004015,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 5,8,Đúng hạn
DVC-2026-008970,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 9,8,Đúng hạn
DVC-2026-005423,Xây dựng,Trực tuyến (DVC),Tháng 10,40,Trễ hẹn
DVC-2026-000578,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 5,12,Đúng hạn
DVC-2026-003836,Xây dựng,Trực tiếp tại quầy,Tháng 6,24,Trễ hẹn
DVC-2026-009225,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 3,7,Đúng hạn
DVC-2026-005100,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 1,6,Đúng hạn
DVC-2026-004812,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 2,13,Đúng hạn
DVC-2026-003279,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 7,11,Đúng hạn
DVC-2026-006975,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 11,31,Trễ hẹn
DVC-2026-006613,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 5,3,Đúng hạn
DVC-2026-003738,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 9,8,Đúng hạn
DVC-2026-007139,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 11,32,Trễ hẹn
DVC-2026-007599,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 11,9,Đúng hạn
DVC-2026-005660,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 5,26,Trễ hẹn
DVC-2026-008835,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 2,19,Trễ hẹn
DVC-2026-005411,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 1,1,Đúng hạn
DVC-2026-005812,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 10,37,Trễ hẹn
DVC-2026-006693,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 10,6,Đúng hạn
DVC-2026-005412,Xây dựng,Trực tuyến (DVC),Tháng 2,5,Đúng hạn
DVC-2026-005495,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 7,6,Đúng hạn
DVC-2026-008549,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 11,39,Trễ hẹn
DVC-2026-000361,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 7,1,Đúng hạn
DVC-2026-008163,Xây dựng,Trực tiếp tại quầy,Tháng 12,29,Trễ hẹn
DVC-2026-003492,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 12,11,Đúng hạn
DVC-2026-000318,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 11,7,Đúng hạn
DVC-2026-008075,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 7,13,Đúng hạn
DVC-2026-006825,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 11,41,Trễ hẹn
DVC-2026-008896,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 5,12,Đúng hạn
DVC-2026-008378,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 3,7,Đúng hạn
DVC-2026-001081,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 3,8,Đúng hạn
DVC-2026-005725,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 1,10,Đúng hạn
DVC-2026-001822,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 9,9,Đúng hạn
DVC-2026-006013,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 8,4,Đúng hạn
DVC-2026-007051,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 10,3,Đúng hạn
DVC-2026-004555,Xây dựng,Trực tuyến (DVC),Tháng 5,4,Đúng hạn
DVC-2026-004986,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 4,3,Đúng hạn
DVC-2026-001999,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 5,42,Trễ hẹn
DVC-2026-004500,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 9,3,Đúng hạn
DVC-2026-009923,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 3,2,Đúng hạn
DVC-2026-002768,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 1,3,Đúng hạn
DVC-2026-000691,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 5,12,Đúng hạn
DVC-2026-006879,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 2,3,Đúng hạn
DVC-2026-002053,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 9,13,Đúng hạn
DVC-2026-003079,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 5,7,Đúng hạn
DVC-2026-006530,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 8,3,Đúng hạn
DVC-2026-006123,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 12,3,Đúng hạn
DVC-2026-004053,Xây dựng,Trực tuyến (DVC),Tháng 6,19,Trễ hẹn
DVC-2026-007204,Kế hoạch - Đầu tư,Trực tiếp tại quầy,Tháng 10,10,Đúng hạn
DVC-2026-000786,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 2,12,Đúng hạn
DVC-2026-004101,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 9,6,Đúng hạn
DVC-2026-005533,Lao động - Thương binh & Xã hội,Trực tiếp tại quầy,Tháng 12,9,Đúng hạn
DVC-2026-006586,Lao động - Thương binh & Xã hội,Trực tiếp tại quầy,Tháng 5,12,Đúng hạn
DVC-2026-006284,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 8,4,Đúng hạn
DVC-2026-004054,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 3,7,Đúng hạn
DVC-2026-001375,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 8,2,Đúng hạn
DVC-2026-001262,Xây dựng,Trực tiếp tại quầy,Tháng 1,15,Trễ hẹn
DVC-2026-004327,Lao động - Thương binh & Xã hội,Trực tuyến (DVC),Tháng 10,34,Trễ hẹn
DVC-2026-000020,Kế hoạch - Đầu tư,Trực tiếp tại quầy,Tháng 10,16,Trễ hẹn
DVC-2026-001579,Xây dựng,Trực tiếp tại quầy,Tháng 6,3,Đúng hạn
DVC-2026-006748,Xây dựng,Trực tiếp tại quầy,Tháng 1,7,Đúng hạn
DVC-2026-005470,Tài nguyên - Môi trường,Trực tiếp tại quầy,Tháng 10,31,Trễ hẹn
DVC-2026-006911,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 5,36,Trễ hẹn
DVC-2026-008323,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 7,1,Đúng hạn
DVC-2026-004565,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 1,13,Đúng hạn
DVC-2026-004973,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 1,7,Đúng hạn
DVC-2026-006329,Lao động - Thương binh & Xã hội,Trực tiếp tại quầy,Tháng 7,4,Đúng hạn
DVC-2026-006173,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 3,5,Đúng hạn
DVC-2026-000949,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 11,7,Đúng hạn
DVC-2026-005822,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 11,43,Trễ hẹn
DVC-2026-002986,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 12,2,Đúng hạn
DVC-2026-004403,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 12,32,Trễ hẹn
DVC-2026-005358,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 12,23,Trễ hẹn
DVC-2026-000587,Tư pháp - Hộ tịch,Trực tuyến (DVC),Tháng 2,10,Đúng hạn
DVC-2026-008026,Kế hoạch - Đầu tư,Trực tuyến (DVC),Tháng 11,6,Đúng hạn
DVC-2026-009119,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 5,8,Đúng hạn
DVC-2026-007226,Xây dựng,Trực tuyến (DVC),Tháng 10,2,Đúng hạn
DVC-2026-008686,Xây dựng,Trực tiếp tại quầy,Tháng 12,20,Trễ hẹn
DVC-2026-004070,Tư pháp - Hộ tịch,Trực tiếp tại quầy,Tháng 7,3,Đúng hạn
DVC-2026-009939,Tài nguyên - Môi trường,Trực tuyến (DVC),Tháng 11,28,Trễ hẹn
